"","kingdom","phylum","class","order","family","genus","species"
"4510","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariales_fam_Incertae_sedis","Hansfordia","unidentified"
"4511","Fungi","Ascomycota","Dothideomycetes","Monoblastiales","Monoblastiaceae","Haudseptoria","Haudseptoria typhae"
"4512","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Microbotryomycetes_fam_Incertae_sedis","Curvibasidium","Curvibasidium nothofagi"
"4516","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Infundichalara","Infundichalara minuta"
"4518","Fungi","Ascomycota","Dothideomycetes","Myriangiales","Myriangiaceae","unidentified","unidentified"
"4520","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","Mollisia","Mollisia diesbachiana"
"4522","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cuniculitremaceae","Kockovaella","unidentified"
"4523","Fungi","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytridiaceae","Irineochytrium","unidentified"
"4527","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","unidentified","unidentified"
"4533","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Phaeotremellaceae","Phaeotremella","unidentified"
"4534","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Genolevuria","Genolevuria armeniaca"
"4536","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Ripartites","unidentified"
"4537","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Catenulostroma","Catenulostroma hermanusense"
"4544","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Carcinomycetaceae","unidentified","unidentified"
"4546","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Comoclathris","Comoclathris arrhenatheri"
"4552","Fungi","Basidiomycota","Agaricomycetes","Boletales","Rhizopogonaceae","Rhizopogon","Rhizopogon verii"
"4559","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma sulphureum"
"4560","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Dactylellina","unidentified"
"4563","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Odontia","unidentified"
"4572","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor abundans"
"4577","Fungi","Ascomycota","Sordariomycetes","Xylariales","Beltraniaceae","Hemibeltrania","unidentified"
"4578","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcosomataceae","Plectania","Plectania melastoma"
"4579","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida pseudoglaebosa"
"4582","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Irpicaceae","Ceriporia","Ceriporia reticulata"
"4588","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","unidentified","unidentified","unidentified"
